ncsClCd,compeUnitName,level
2001020113,SW아키텍처 문서화,7
2001020201,요구사항 확인,5
2001020205,데이터 입출력 구현,5
2001020206,통합 구현,5
2001020208,정보시스템 이행,5
2001020209,제품소프트웨어 패키징,5
2001020211,서버프로그램 구현,5
2001020212,인터페이스 구현,5
2001020214,애플리케이션 배포,3
2001020217,애플리케이션 리팩토링,6
2001020218,인터페이스 설계,6
2001020219,애플리케이션 요구사항 분석,7
2001020220,기능 모델링,6
2001020221,애플리케이션 설계,6
2001020222,정적모델 설계,6
2001020223,동적모델 설계,6
2001020224,화면 설계,5
2001020225,화면 구현,3
2001020226,애플리케이션 테스트 관리,5
2001020227,애플리케이션 테스트 수행,3
2001020228,소프트웨어공학 활용,6
2001020229,소프트웨어개발 방법론 활용,6
2001020230,프로그래밍 언어 응용,3
2001020231,프로그래밍 언어 활용,2
2001020232,응용SW 기초 기술 활용,3
2001020233,개발자 환경 구축,2
2001020234,개발 환경 운영 지원,2
2001020235,자료구조 활용,5
2001020301,하드웨어 분석,4
2001020309,임베디드 시스템 테스팅,5
2001020310,기술문서 개발,4
2001020311,펌웨어 분석,5
2001020312,펌웨어 설계,5
2001020313,펌웨어 구현 환경 구축,4
2001020314,펌웨어 구현,5
2001020315,운영체제 커널 분석,5
2001020316,운영체제 이식,6
2001020317,디바이스 드라이버 분석,6
2001020318,디바이스 드라이버 설계,6
2001020319,디바이스 드라이버 구현 환경 구축,5
2001020320,디바이스 드라이버 구현,6
2001020321,임베디드 애플리케이션 분석,5
2001020322,임베디드 애플리케이션 설계,5
2001020323,임베디드 애플리케이션 구현 환경 구축,4
2001020324,임베디드 애플리케이션 구현,5
2001020325,오픈 플랫폼 활용,3
2001020326,임베디드 SW 요구사항 분석,6
2001020327,임베디드 SW 운영관리,3
2001020328,임베디드 SW 아키텍처 설계,6
2001020401,데이터베이스 요구사항 분석,6
2001020402,개념데이터 모델링,7
2001020403,논리 데이터베이스 설계,6
2001020404,물리 데이터베이스 설계,6
2001020405,데이터베이스 구현,4
2001020408,데이터베이스 성능확보,6
2001020411,데이터전환 설계,6
2001020412,데이터전환,5
2001020413,SQL활용,3
2001020414,SQL응용,5
2001020415,SQL작성,2
2001020501,네트워크 환경 분석,7
2001020503,네트워크 토폴로지 설계,6
2001020504,네트워크 자원관리 설계,5
2001020505,네트워크 QoS 제어 설계,4
2001020506,네트워크 소프트웨어 아키텍처 수립,6
2001020507,네트워크 소프트웨어 개발 방법 수립,5
2001020508,네트워크 프로그래밍 구현,3
2001020510,네트워크 프로젝트 관리,7
2001020511,네트워크 프로토콜 분석,5
2001020512,네트워크 프로토콜 설계,4
2001020513,네트워크 자원 분석,4
2001020514,네트워크 QoS 수준 정의,5
2001020515,네트워크 프로그램 최적화,4
2001020516,네트워크 품질 평가 계획,6
2001020517,네트워크 품질 평가 실행,3
2001020518,프로토콜 패킷 분석,3
2001020601,보안 구축 계획 수립,5
2001020603,보안 구축 요구사항 분석,5
2001020604,관리적 보안 구축,6
2001020605,물리적 보안 구축,3
2001020610,보안인증 관리,6
2001020611,SW개발 보안 구축,5
2001020612,DB 보안 구축,5
2001020613,시스템 보안 구축,5
2001020614,NW 보안 구축,5
2001020701,UI/UX 환경 분석,6
2001020702,UI/UX 계획 수립,7
2001020703,사용자 리서치,6
2001020704,UI/UX 요구 분석,5
2001020705,UI/UX 콘셉트 기획,5
2001020706,UI 아키텍처 설계,5
2001020707,UI 디자인,4
2001020708,UI 구현,3
2001020709,UI 테스트,2
2001020710,UI/UX 가이드 제작,4
2001020711,GUI 상세디자인,2
2001020712,UI 제작,2
2001020801,시스템SW 요구사항 분석,7
2001020802,시스템SW 아키텍처 설계,7
2001020803,시스템SW 상세 설계,6
2001020805,시스템SW 통합 구현,5
2001020806,시스템SW 테스트,5
2001020807,시스템SW 기술문서 작성,6
2001020808,시스템SW 배포,4
2001020809,시스템SW 단위 모듈 구현,5
2001020810,시스템SW 인터페이스 구현,5
2001020811,시스템SW 운영관리,5
2001020812,시스템 하드웨어 분석,5
2001020813,시스템 하드웨어 제어,5
2001020901,빅데이터 플랫폼 요구사항 분석,7
2001020902,빅데이터 플랫폼 아키텍처 설계,6
2001020903,빅데이터 수집시스템 개발,4
2001020904,빅데이터 저장시스템 개발,4
2001020905,빅데이터 처리시스템 개발,5
2001020906,빅데이터 분석시스템 개발,5
2001020907,빅데이터 품질관리시스템 개발,5
2001020908,빅데이터 플랫폼 테스트,3
2001021001,핀테크 요구사항 분석,7
2001021002,핀테크 인프라 설계,6
2001021003,핀테크 인터페이스 설계,6
2001021004,핀테크 기능 설계,6
2001021005,핀테크 보안·인증 설계,6
2001021006,핀테크 인터페이스 구현,5
2001021007,핀테크 기능 구현,5
2001021008,핀테크 보안·인증 구현,5
2001021009,핀테크 테스트,4
2001021101,데이터 아키텍처 구축 계획 수립,7
2001021102,데이터 거버넌스 수립,8
2001021103,데이터 아키텍처 요구사항 분석,7
2001021104,데이터 아키텍처 설계,7
2001021105,데이터 표준 수립,6
2001021106,데이터 모델 검증,7
2001021107,데이터베이스 검증,7
2001021108,데이터 품질관리 계획 수립,7
2001021109,데이터 품질 검증,6
2001021110,데이터 아키텍처 수행관리,7
2001021201,IoT시스템 연동 계획,5
2001021202,IoT시스템 연동 설계,5
2001021203,IoT시스템 연동 모듈 개발,5
2001021204,외부 서비스 연동,4
2001021205,서버 연동,4
2001021206,게이트웨이 연동,4
2001021207,스마트 디바이스 연동,4
2001021208,엣지 디바이스 연동,4
2001021209,IoT시스템 연동 시험,3
2001021301,인프라스트럭쳐 현황 분석,7
2001021302,인프라스트럭쳐 아키텍처 요구사항 분석,7
2001021303,인프라스트럭쳐 목표 아키텍처 설계,7
2001021304,서버 구성,5
2001021305,스토리지 구성,5
2001021306,네트워크 구성,5
2001021307,클라우드 인프라스트럭쳐 서비스 구성,5
2001021308,인프라스트럭쳐 아키텍처 구성 점검,6
2001021309,인프라스트럭쳐 관리체계 수립,7
2001021401,클라우드 솔루션 요구사항 분석,7
2001021402,클라우드 솔루션 구조 설계,7
2001021403,클라우드 솔루션 보안 설계,7
2001021404,클라우드 솔루션 서비스 설계,7
2001021405,클라우드 서비스 비용 최적화 설계,6
2001021406,클라우드 솔루션 전환 설계,6
2001021407,클라우드 솔루션 배포 방안 수립,6
2001021408,클라우드 솔루션 운영 방안 수립,6
2001021501,클라우드 인프라스트럭쳐 서비스 정책 수립,7
2001021502,클라우드 인프라스트럭쳐 서비스 아키텍처 수립,7
2001021503,클라우드 서버 서비스 설계,6
2001021504,클라우드 스토리지 서비스 설계,6
2001021505,클라우드 네트워크 서비스 설계,6
2001021506,클라우드 서버 서비스 개발,5
2001021507,클라우드 스토리지 서비스 개발,5
2001021508,클라우드 네트워크 서비스 개발,5
2001021509,클라우드 인프라스트럭쳐 서비스 테스트,6
2001021510,클라우드 인프라스트럭쳐 서비스 배포,5
2001021601,PaaS 정책 수립,7
2001021602,PaaS 아키텍처 수립,7
2001021603,PaaS 백엔드 설계,6
2001021604,PaaS 프론트엔드 설계,6
2001021605,PaaS 백엔드 개발,5
2001021606,PaaS 프론트엔드 개발,5
2001021607,PaaS 테스트,6
2001021608,PaaS 배포,5
2001021609,PaaS 운영,5
2001030101,IT시스템 운영 기획,7
2001030102,IT시스템 자원획득관리,6
2001030103,IT시스템 서비스 수준관리,5
2001030105,응용SW 운영관리,3
2001030107,NW 운영관리,3
2001030108,DB 운영관리,5
2001030109,보안 운영관리,5
2001030111,IT시스템 통합운영관리,3
2001030112,IT시스템 통합운영안정성관리,5
2001030113,응용SW 변경관리,5
2001030114,HW단말장치 운영관리,3
2001030115,IT시스템 서버 운영관리,5
2001030116,NW 유지보수,4
2001030117,서비스데스크 구축,4
2001030118,서비스데스크 운영,3
2001030119,IT시스템 변경관리,4
2001030202,IT기술교육 체계수립,6
2001030203,IT기술교육 요구조사,5
2001030204,IT기술교육 환경조성,3
2001030205,IT기술교육 교과개발,6
2001030206,IT기술교육 자료개발,5
2001030207,IT기술교육 운영계획수립,5
2001030208,IT기술교육 단위과정운영,3
2001030209,IT기술교육 교수자관리,5
2001030210,IT기술교육 성과평가,6
2001030211,IT기술교육 전략계획수립,7
2001030212,IT기술교육 방향수립,6
2001030301,기술지원 서비스 기획,7
2001030302,기술지원 대상 인수,6
2001030303,기술지원 요청 관리,2
2001030304,시스템 장애 대응,5
2001030305,시스템 개선 대응,6
2001030306,시스템 점검관리,3
2001030307,기술지원 평가,7
2001030308,기술지원 이슈관리,6
2001030309,시스템 형상관리,5
2001030311,기술지원 품질계획 수립,6
2001030312,기술지원 품질운영,5
2001030313,시스템 유지보수관리,3
2001030401,빅데이터 플랫폼 운영 정책 수립,8
2001030402,빅데이터 서비스 운영 계획,7
2001030403,빅데이터 서비스 운영 관리,5
2001030404,빅데이터 솔루션 운영 계획,7
2001030405,빅데이터 솔루션 운영 관리,5
2001030406,빅데이터 플랫폼 모니터링,3
2001030407,빅데이터 품질 관리,7
2001030408,빅데이터 플로우 관리,6
2001030409,빅데이터 모델 운영,6
2001030410,빅데이터 처리 운영,5
2001030501,IoT 시스템 운영·관리 계획,6
2001030502,IoT 응용서비스 운영·관리,4
2001030503,IoT 플랫폼 운영·관리,5
2001030504,IoT 네트워크 운영·관리,4
2001030505,IoT 디바이스 운영·관리,4
2001030506,IoT 시스템 연동 관리,4
2001030507,IoT 운영 데이터 관제,5
2001030508,IoT 보안 운영·관리,5
2001030509,IoT 시스템 변경 관리,5
2001040101,IT프로젝트 기획관리,8
2001040102,IT프로젝트 통합관리,7
2001040103,IT프로젝트 범위관리,8
2001040104,IT프로젝트 일정관리,6
2001040105,IT프로젝트 원가관리,7
2001040106,IT프로젝트 인적자원관리,7
2001040107,IT프로젝트 품질관리,7
2001040108,IT프로젝트 위험관리,8
2001040109,IT프로젝트 의사소통관리,7
2001040110,IT프로젝트 조달관리,7
2001040111,IT프로젝트 변경관리,6
2001040112,IT프로젝트 보안관리,6
2001040113,IT프로젝트 정보시스템 구축관리,6
2001040114,IT프로젝트 성과관리,7
2001040201,IT품질정책 수립,8
2001040202,IT표준프로세스 수립,8
2001040203,IT품질관리계획 수립,8
2001040204,IT품질교육 관리,7
2001040205,SW품질 평가,7
2001040207,IT품질보증계획 수립,6
2001040208,SW제품품질 점검,6
2001040209,IT프로세스이행 점검,6
2001040210,IT시정조치 관리,6
2001040211,IT품질관리활동 개선,7
2001040212,IT품질관리 개선사항 도출,6
2001040213,IT품질 관리시스템 구축,7
2001040214,IT품질 관리시스템 운영,6
2001040301,테스트 기획,8
2001040302,테스트 진단 컨설팅,8
2001040303,테스트 계획,7
2001040309,테스트 완료,7
2001040310,테스트 자동화,6
2001040311,테스트 분석,6
2001040312,테스트 요구사항 분석,5
2001040313,테스트 설계,6
2001040314,테스트 케이스 설계,5
2001040315,단위테스트 실행,5
2001040316,통합테스트 실행,5
2001040317,시스템테스트 실행,3
2001040318,인수테스트 실행,3
2001040319,테스트 결과 관리,5
2001040320,테스트 관리,6
2001040321,테스트 환경 구축,6
2001040322,테스트 환경 점검,5
2001040401,감리계획수립,8
2001040402,현장감리 착수,7
2001040403,사업착수단계 현장감리 수행,6
2001040404,요구정의단계 현장감리 수행,6
2001040405,설계단계 현장감리 수행,6
2001040406,종료단계 현장감리 수행,6
2001040407,감리수행결과보고서 작성,6
2001040408,현장감리 종료,7
2001040409,감리수행결과보고서 통보,8
2001040410,시정조치 확인,7
2001040411,감리종료,7
2001050101,기술영업시장 현황분석,5
2001050102,기술영업 전략수립,6
2001050103,기술영업 고객 현황분석,5
2001050104,사전 기술영업,5
2001050105,수주전략수립,7
2001050106,기술영업 제안 작업,5
2001050107,사업계약 협상,6
2001050108,기술영업 사후관리,5
2001050109,협력선관리,5
2001050110,영업관리 지원,4
2001050201,IT마케팅 환경 분석,6
2001050202,IT마케팅 목표 설정,7
2001050203,IT마케팅 STP 전략 수립,6
2001050204,IT마케팅 4P 전략 수립,6
2001050205,IT마케팅 제품(Product)관리,5
2001050206,IT마케팅 가격(Price)관리,5
2001050207,IT마케팅 유통(Place)관리,5
2001050208,IT마케팅 프로모션(Promotion)관리,5
2001050209,IT마케팅 고객 관리,4
2001050210,IT마케팅 성과 평가,7
2001060101,정보보호 거버넌스 구현,8
2001060103,정보보호 정책 기획,7
2001060105,보안 위험관리,7
2001060106,정보보호 계획 수립,6
2001060108,네트워크 보안 운영,5
2001060109,애플리케이션 보안 운영,5
2001060110,시스템 보안 운영,5
2001060111,관리적 보안 운영,5
2001060112,물리 보안 운영,5
2001060113,보안 장비 운용,3
2001060114,보안성 검토,7
2001060115,내부 보안 감사 수행,7
2001060116,협력사 보안 관리,6
2001060201,보안전략수립 컨설팅,8
2001060203,보안감사,7
2001060204,정보보호관리체계 인증,7
2001060205,정보보호제품 인증,7
2001060206,보안대책설계 컨설팅,6
2001060207,정보시스템 진단,5
2001060208,정보보호관리체계 심사컨설팅,5
2001060209,정보보호제품 평가 컨설팅,5
2001060210,모의해킹,4
2001060301,보안관제 기획운영,7
2001060302,컴퓨터 침해사고(CERT) 대응팀 구축 ,6
2001060303,디지털 포렌식,5
2001060304,사이버조사,6
2001060305,침해사고 분석,6
2001060306,악성코드 분석,5
2001060307,보안로그 분석,4
2001060308,보안사고 대응,5
2001060401,암호 분석 기획,5
2001060402,암호 분석,4
2001060403,암호 장비 운용,3
2001060404,암호모듈 검증 정책 기획,6
2001060405,암호모듈 검증 수행,4
2001060406,암호 연구·개발 기획,7
2001060407,암호 알고리즘 연구,6
2001060408,암호·인증 모듈 기획,5
2001060409,암호·인증 모듈 개발,3
2001060410,암호 시스템 운영,5
2001060501,영상정보처리시스템 요구사항 분석,7
2001060502,영상정보처리시스템 설계,7
2001060505,영상정보처리 알고리즘 개발,6
2001060506,영상정보처리시스템 개발,5
2001060507,영상정보처리시스템 구축,6
2001060508,영상정보처리시스템 최적화,5
2001060513,영상정보처리 알고리즘 설계,7
2001060514,영상관제 업무 관리,6
2001060601,생체인식 알고리즘 설계,8
2001060602,생체인식 모듈 설계,7
2001060603,생체인식 API 설계,6
2001060604,생체인식 알고리즘 구현,6
2001060605,생체인식 모듈 구현,5
2001060606,생체인식 API 구현,3
2001060607,생체인식 성능평가 관리,6
2001060608,생체인식 성능 테스트 수행,3
2001060801,조사계획 수립,6
2001060802,현장 조사,5
2001060803,증거 수집,4
2001060804,증거 관리,5
2001060805,증거 추출,4
2001060806,증거 분석,6
2001060807,증거 제출,7
2001060901,영상정보보안·운영 정책 수립,7
2001060902,영상정보보안·운영 계획 수립,6
2001060903,영상정보처리 보안,5
2001060904,영상정보 접근 통제,5
2001060905,개인영상정보 보호,5
2001060906,영상정보 관제시스템 운영,4
2001060907,영상정보 관제,4
2001060908,영상정보 보안사고 대응,5
2001060909,영상정보 보안감사,7
2001061101,OT보안 정책 기획,7
2001061102,OT시스템 운영체계 환경 분석,6
2001061103,OT보안 표준 적용,6
2001061104,OT보안 체계 설계,6
2001061105,OT보안 모의해킹,5
2001061106,OT보안 제품 개발,5
2001061107,OT 구성요소 보안 구현,5
2001061108,OT보안 제품 운영,4
2001061109,OT보안 침해 대응,5
2001061201,클라우드 정보보호 계획수립,7
2001061202,클라우드 컴플라이언스 준수,6
2001061203,클라우드 네트워크 보안,5
2001061204,클라우드 인프라 보안,5
2001061205,클라우드 애플리케이션 보안,5
2001061206,클라우드 데이터 보안,5
2001061207,클라우드 계정관리,5
2001061208,클라우드 관리적 보안,5
2001061209,클라우드 보안관리 서비스 운영,5
2001070101,인공지능 플랫폼 구축 계획,5
2001070102,인공지능 플랫폼 요구사항 분석,6
2001070103,인공지능 플랫폼 설계,6
2001070104,인공지능 플랫폼 인프라 구현,5
2001070105,인공지능 플랫폼 기능 구현,5
2001070106,인공지능 플랫폼 인터페이스 구현,4
2001070109,인공지능 플랫폼 품질 관리,5
2001070110,인공지능 플랫폼 활용 계획,4
2001070111,인공지능 활용 플랫폼 환경 구성,3
2001070112,인공지능 플랫폼 지식화 구현,5
2001070113,인공지능 활용 플랫폼 유지 관리,4
2001070202,인공지능 서비스 목표 수립,6
2001070204,인공지능 서비스 모델 기획,5
2001070205,인공지능 서비스 시나리오 기획,4
2001070206,인공지능 서비스 활용 기획,5
2001070207,인공지능 서비스 실행 계획 수립,5
2001070208,인공지능 서비스 성과 평가 기획,5
2001070209,인공지능 서비스 요건 정의,5
2001070210,인공지능 서비스 데이터 기획,5
2001070301,인공지능 모델 문제 정의,6
2001070302,인공지능 모델 준비,5
2001070303,인공지능 데이터 확보,5
2001070304,인공지능 데이터 전처리,5
2001070305,인공지능 데이터 특징 추출,5
2001070306,인공지능 모델 학습,5
2001070307,인공지능 모델 선정,5
2001070308,인공지능 모델 활용 관리,5
2001070309,인공지능 데이터 품질 검증,5
2001070401,인공지능서비스 운영계획 수립,6
2001070402,인공지능서비스 이용자관리,6
2001070403,인공지능서비스 운영환경관리,6
2001070404,인공지능서비스 운영모니터링,4
2001070405,인공지능서비스 운영품질관리,5
2001070406,인공지능서비스 운영장애관리,4
2001070407,인공지능서비스 이용자관점 운영수준관리,5
2001070408,인공지능서비스 운영개선관리,4
2001070501,인공지능서비스 구현요건부석,5
2001070502,인공지능서비스 상위설계,5
2001070503,인공지능서비스 상세설계,5
2001070504,인공지능서비스 애플리케이션 개발,4
2001070505,인공지능서비스 모델적용,3
2001070506,인공지능서비스 인터페이스 개발,4
2001070507,인공지능서비스 테스트,4
2001070508,인공지능서비스 이행,4
2001070601,인공지능 학습데이터 구축 기획,7
2001070602,인공지능 학습데이터 획득 계획,6
2001070603,인공지능 학습데이터 획득,5
2001070604,인공지능 학습데이터 저장 관리,6
2001070605,인공지능 학습데이터 정제,5
2001070606,인공지능 학습데이터 라벨링 관리,5
2001070607,인공지능 학습데이터 라벨링,3
2001070608,인공지능 학습데이터 가명정보 결합,6
2001070609,인공지능 학습데이터 변환,6
2001070610,인공지능 학습데이터 품질 검증,6
2001070611,인공지능 학습데이터 딜리버리,4
2001080101,블록체인 시장조사,5
2001080102,블록체인 요구사항 분석,5
2001080103,블록체인 비즈니스 전략 수립,7
2001080104,블록체인 데이터 구조 설계,6
2001080105,블록체인 상세설계,5
2001080106,블록체인 프로토타입 개발,4
2001080107,블록체인 프로토타입 통합테스트,4
2001080108,블록체인 프로토타입 검증,5
2001080201,블록체인 요구사항 검증,6
2001080202,블록체인 플랫폼구현,6
2001080203,블록체인 응용서비스 구현,5
2001080204,블록체인 테스트관리,6
2001080205,블록체인 단위 테스트 수행,5
2001080206,블록체인 통합 테스트 수행,5
2001080207,블록체인 시험운영,5
2001080208,블록체인 운영관리,5
2001080301,블록체인 산업시장 환경분석,6
2001080302,블록체인 비즈니스모델 기획,7
2001080303,블록체인 기술 분석,6
2001080304,블록체인 서비스 정보보안 계획,6
2001080305,블록체인 서비스분석·설계 계획,6
2001080306,블록체인 서비스 구축 계획,6
2001080307,블록체인 서비스운영 계획,6
2001080308,블록체인 서비스품질관리 계획,6
2001090101,스마트물류체계 도입타당성 검토,6
2001090102,스마트물류체계 전략 수립,7
2001090103,스마트물류체계 추진계획 수립,6
2001090104,스마트물류체계 시설계획 수립,5
2001090105,스마트물류체계 장비계획 수립,5
2001090106,스마트물류 소프트웨어계획 수립,5
2001090107,스마트물류체계 데이터관리계획 수립,5
2001090108,스마트물류체계 표준화계획 수립,5
2001090109,스마트물류체계 성과평가계획 수립,6
2001090201,스마트물류 플랫폼 설계,7
2001090202,스마트물류 최적화서비스 설계,7
2001090203,스마트물류 플랫폼구축 솔루션 선정,6
2001090204,스마트물류 네트워크 구축,5
2001090205,스마트물류 설비 구축,5
2001090206,스마트물류 플랫폼 IoT장비 구축,5
2001090207,스마트물류 소프트웨어 구축,5
2001090208,스마트물류 데이터베이스 구축,5
2001090209,스마트물류 플랫폼 통합검증,4
2001090210,스마트물류 플랫폼 최적화,7
2001090301,스마트물류 통합관리 환경분석,6
2001090302,스마트물류 자원 관리,5
2001090303,스마트물류 예측 관리,5
2001090304,스마트물류 IoT장비 관리,3
2001090305,스마트물류 지능형창고 관리,3
2001090306,스마트물류 자율주행로봇 관리,3
2001090307,스마트물류 지능형플랫폼 관리,4
2001090308,스마트물류 데이터베이스 관리,5
2001090309,스마트물류 연계시스템 운용,5
2001090310,스마트물류 보안안전 관리,4
2001100101,디지털트윈 목표 수립,7
2001100102,디지털트윈 환경분석,5
2001100103,디지털트윈 요구사항분석,5
2001100104,디지털트윈 모델 설계,6
2001100105,디지털트윈 모델 활용시나리오 기획,7
2001100106, 디지털트윈 구현계획 수립,6
2001100107,디지털트윈 운영정책 수립,6
2001100108,디지털트윈 성과평가 기획,5
2001100201,디지털트윈 가상모델 상세 설계,6
2001100202,디지털트윈 상호작용 설계,6
2001100203,디지털트윈 데이터 설계,6
2001100204,디지털트윈 시스템 설계,6
2001100205,디지털트윈 가상모델 검증,5
2001100206,디지털트윈 구현계획 구체화,6
2001100207,디지털트윈 품질평가 계획,6
2001100301,디지털트윈 응용서비스 구현,7
2001100302,디지털트윈 가상세계 구현,6
2001100303,디지털트윈 상호작용 구현,5
2001100304,디지털트윈 알고리즘 실증 구현,5
2001100305,디지털트윈 플랫폼 구현,7
2001100306,디지털트윈 테스트,5
2001100307,디지털트윈 품질관리,6
2001110101,개인정보보호 법령·정책 분석,6
2001110102,개인정보보호 기획,8
2001110104,개인정보보호 위험관리,7
2001110105,개인정보보호 운영,5
2001110109,개인정보 생명주기 관리,7
2001110110,개인정보 수탁자 관리,5
2001110201,가명 · 익명 법제도분석,6
2001110202,가명 · 익명처리 기획,6
2001110203,가명 · 익명 위험관리,6
2001110204,가명 · 익명처리,5
2001110205,가명정보 결합 · 반출,5
2001110206,가명 · 익명처리 적정성 검토,7
2001110207,가명 · 익명 사후관리,6
2001110301,개인정보 인증심사 준비,7
2001110302,개인정보 인증심사 착수,7
2001110303,개인정보 관리체계 진단,6
2001110304,개인정보 안전조치 진단,6
2001110305,개인정보 처리단계별 보호조치 진단,6
2001110306,개인정보 인증심사 종료,7
2001110307,개인정보 인증심사 사후관리,7
2002010101,교환시스템 구축계획,6
2002010102,교환시스템 기본설계,5
2002010105,교환시스템 중계설비 실시설계,4
2002010107,교환시스템 설치공사,4
2002010108,교환시스템 설치공사시험,5
2002010109,교환시스템 공사감리,6
2002010110,교환시스템 운용관리,3
2002010114,교환시스템 실시설계지침 작성,5
2002010115,교환시스템 실시설계설명서 작성,5
2002010116,교환시스템 실시설계도면 작성,5
2002010117,교환시스템 공사비명세서 작성,5
2002010118,교환시스템 자재구매조달,5
2002010119,교환시스템 전원설비 실시설계,5
2002010120,교환시스템 5G 가입자 연동 엔티티(Entity) 구축,5
2002010201,구내통신 구축계획 수립,6
2002010202,구내통신 구축설계,5
2002010203,구내통신구축 제안 관리,4
2002010204,구내통신구축 공사관리,3
2002010206,구내통신 설비공사,3
2002010207,구내통신 공사품질관리,4
2002010208,구내통신 설계·공사감리,6
2002010209,구내통신 공사준공·정산관리,4
2002010210,구내통신 운영관리,3
2002010211,구내통합 설비 설계,4
2002010212,구내 방송통신설계,4
2002010213,구내 배관배선 설계,4
2002010214,정보통신설비검토,4
2002010215,정보통신선로검토,4
2002010216,건축물 정보통신 배관 공사,2
2002010217,광 케이블 공사,2
2002010218,일반 케이블 공사,2
2002010301,네트워크사업기획,6
2002010302,네트워크구축계획,6
2002010303,네트워크구축설계,5
2002010304,네트워크공사발주,3
2002010305,네트워크구축공사,4
2002010306,네트워크품질시험,5
2002010307,네트워크구축감리,6
2002010308,네트워크운용관리,3
2002010309,네트워크유지보수,3
2002010310,네트워크보안관리,4
2002010311,인터넷 설비 공사,4
2002010312,근거리통신망(LAN) 설계,4
2002010313,스위치장비구축,3
2002010314,무선근거리통신망(WLAN)구축,4
2002010315,서버 구축,3
2002010316,지중관로공사,2
2002010317,가공선로공사,2
2002010318,구조물 설치공사,2
2002010401,이동통신구내설비공사,3
2002010402,방송공동수신설비공사,3
2002010403,영상정보처리기기(CCTV)설비공사,3
2002010404,방범·방재·보안설비공사,3
2002010405,방송·음향설비공사,3
2002010406,홈네트워크설비공사,3
2002010407,구내전화설비공사,3
2002010408,EMP방호설비공사,4
2002010409,주차관제설비공사,3
2002010410,빌딩안내설비공사,3
2002010411,정보통신전용 전원·접지설비공사,3
2002010412,통합배선설비 공사,3
2002010413,지능형 영상감시설비공사,3
2002010414,구내 관제센터설비공사,4
2002010415,xEMS설비공사,4
2002010416,구내통신설비 유지보수,3
2002010501,실감형플랫폼 요구사항분석,6
2002010502,실감형플랫폼 구축계획,5
2002010503,실감형플랫폼 설계,4
2002010504,실감형플랫폼 구축공사,3
2002010505,실감형플랫폼 감리,5
2002010506,실감형플랫폼 운용관리,3
2002010507,실감형플랫폼 품질관리,3
2002010508,실감형플랫폼 보안관리,5
2002010509,실감형플랫폼 유지보수,2
2002010601,철도전송설비공사,3
2002010602,선로변통합인터페이스통신설비공사,3
2002010603,열차무선설비공사,4
2002010604,철도영상감시설비공사,3
2002010605,철도정보통신망설비공사,4
2002010606,열차행선안내설비공사,3
2002010607,철도재난방송수신설비공사,3
2002010608,역무자동화설비공사,3
2002010609,철도관제전화설비공사,3
2002010610,철도자동안내방송설비공사,3
2002010701,교통신호제어설비공사,3
2002010702,도로전광판설비공사,3
2002010703,교통관제설비공사,4
2002010704,교통정보망설비공사,4
2002010705,교통상황감시설비공사,3
2002010706,차량번호인식설비공사,3
2002010707,교통영상정보처리설비공사,3
2002010708,과적차량 단속 설비공사,3
2002010709,요금 징수 설비공사,3
2002010710,버스정보시스템(BIS)설비공사,3
2002010711,보행자안내설비공사,3
2002010801,레이더시스템 설비공사,5
2002010802,해상무선통신설비공사,5
2002010803,선박교통관제전송 설비공사,3
2002010804,해상용 등부표설비공사,4
2002010805,선박자동식별장치 설비공사,3
2002010806,위성항법보정시스템 설비공사,3
2002010807,해사위성통신장비 설비공사,4
2002010808,자동조타장치 설비공사,4
2002010809,항해자료기록장치 설비공사,3
2002010810,기상시설 공사,2
2002010811,선박어로 설비공사,2
2002010901,계기착륙시설공사,3
2002010902,자동종속감시시설공사,3
2002010903,레이더시설공사,4
2002010904,레이더자료자동처리시설공사,5
2002010905,거리측정·전방향표지시설공사,3
2002010906,항공고정통신시설공사,3
2002010907,단거리·단파이동통신시설공사,3
2002010908,음성통신제어시설공사,3
2002010909,초단파디지털이동통신시설공사,3
2002010910,공항정보방송시설공사,2
2002011001,클라우드 시스템 요구사항 분석,4
2002011002,클라우드 플랫폼 구축계획 수립,5
2002011003,클라우드 플랫폼 설계,4
2002011004,클라우드 하드웨어 인프라 구축,3
2002011005,클라우드 가상화 인프라 구축,3
2002011006,클라우드 백업 복구시스템 구축,3
2002011007,클라우드 보안 구현,4
2002011008,클라우드 플랫폼 시험,3
2002011009,클라우드 플랫폼 유지보수,2
2002020101,무선통신시스템구축 요구사항분석,5
2002020102,무선통신시스템구축 계획수립,5
2002020103,무선통신시스템 설계,4
2002020104,무선통신시스템 장비발주,3
2002020106,무선통신시스템 시험,2
2002020107,무선통신시스템구축 감리,5
2002020108,무선통신시스템 최적화,4
2002020109,무선통신시스템 인수인계,3
2002020110,무선통신시스템구축 하자관리,4
2002020111,무선설비설계,5
2002020112,이동통신 기지국 설치,3
2002020113,이동통신 기지국 연동,3
2002020114,기본설계서 작성,4
2002020115,공사계획서 작성,4
2002020116,설계도면 작성,4
2002020117,공사비 명세서 작성,4
2002020201,전송시스템구축 요구사항분석,5
2002020202,전송시스템구축 계획수립,5
2002020203,전송시스템 실시설계,4
2002020204,전송시스템구축 시공업체선정,3
2002020206,전송시스템구축 부대환경조성,3
2002020208,전송시스템 시험,4
2002020209,전송시스템구축 감리,5
2002020210,전송시스템구축 유지관리,3
2002020212,정보통신 기술표준 활용,4
