분류번호,명칭,수준,시간
2001020222_23v6,정적모델 설계,6,40
2001020223_23v6,동적모델 설계,6,40
2001020224_23v6,화면 설계,5,48
2001020225_23v6,화면 구현,3,48
2001020226_23v6,애플리케이션 테스트 관리,5,40
2001020227_23v6,애플리케이션 테스트 수행,3,40
2001020228_23v6,소프트웨어공학 활용,6,40
2001020229_23v6,소프트웨어개발 방법론 활용,6,40
2001020230_23v5,프로그래밍 언어 응용,3,50
2001020231_23v5,프로그래밍 언어 활용,2,50
2001020232_23v5,응용SW 기초 기술 활용,3,40
2001020233_23v5,개발자 환경 구축,2,40
2001020234_23v2,개발 환경 운영 지원,2,40
2001020235_23v1,자료구조 활용,5,40
2001020301_19v3,하드웨어 분석,4,30
2001020309_19v5,임베디드 시스템 테스팅,5,40
2001020310_19v3,기술문서 개발,4,30
2001020311_19v4,펌웨어 분석,5,24
2001020312_19v5,펌웨어 설계,5,40
2001020313_19v5,펌웨어 구현 환경 구축,4,24
2001020314_19v6,펌웨어 구현,5,40
2001020315_19v6,운영체제 커널 분석,5,40
2001020316_19v5,운영체제 이식,6,40
2001020317_19v4,디바이스 드라이버 분석,6,24
2001020318_19v5,디바이스 드라이버 설계,6,40
2001020319_19v5,디바이스 드라이버 구현 환경 구축,5,24
2001020320_19v6,디바이스 드라이버 구현,6,40
2001020321_19v5,임베디드 애플리케이션 분석,5,24
2001020322_19v6,임베디드 애플리케이션 설계,5,40
2001020323_19v5,임베디드 애플리케이션 구현 환경 구축,4,24
2001020324_19v6,임베디드 애플리케이션 구현,5,40
2001020325_19v2,오픈 플랫폼 활용,3,40
2001020326_19v2,임베디드 SW 요구사항 분석,6,40
2001020327_19v1,임베디드 SW 운영관리,3,30
2001020328_19v1,임베디드 SW 아키텍처 설계,6,45
2001020401_19v4,데이터베이스 요구사항 분석,6,20
2001020402_19v4,개념데이터 모델링,7,30
2001020403_19v4,논리 데이터베이스 설계,6,30
2001020404_19v4,물리 데이터베이스 설계,6,30
2001020405_19v4,데이터베이스 구현,4,30
2001020408_19v4,데이터베이스 성능확보,6,40
2001020411_19v4,데이터전환 설계,6,30
2001020412_19v4,데이터전환,5,30
2001020413_19v4,SQL활용,3,30
2001020414_19v4,SQL응용,5,30
2001020415_19v1,SQL작성,2,30
2001020501_19v4,네트워크 환경 분석,7,48
2001020503_19v4,네트워크 토폴로지 설계,6,48
2001020504_19v4,네트워크 자원관리 설계,5,48
2001020505_19v4,네트워크 QoS 제어 설계,4,48
2001020506_19v4,네트워크 소프트웨어 아키텍처 수립,6,48
2001020507_19v4,네트워크 소프트웨어 개발 방법 수립,5,48
2001020508_19v3,네트워크 프로그래밍 구현,3,48
2001020510_19v4,네트워크 프로젝트 관리,7,48
2001020511_19v4,네트워크 프로토콜 분석,5,48
2001020512_19v4,네트워크 프로토콜 설계,4,48
2001020513_19v4,네트워크 자원 분석,4,48
2001020514_19v4,네트워크 QoS 수준 정의,5,30
2001020515_19v3,네트워크 프로그램 최적화,4,40
2001020516_19v4,네트워크 품질 평가 계획,6,40
2001020517_19v4,네트워크 품질 평가 실행,3,40
2001020518_19v4,프로토콜 패킷 분석,3,30
2001020601_19v5,보안 구축 계획 수립,5,48
2001020603_19v5,보안 구축 요구사항 분석,5,40
2001020604_19v5,관리적 보안 구축,6,40
2001020605_19v4,물리적 보안 구축,3,20
2001020610_19v5,보안인증 관리,6,40
2001020611_19v5,SW개발 보안 구축,5,40
2001020612_19v5,DB 보안 구축,5,40
2001020613_19v5,시스템 보안 구축,5,40
2001020614_19v5,NW 보안 구축,5,40
2001020701_19v3,UI/UX 환경 분석,6,40
2001020702_19v3,UI/UX 계획 수립,7,40
2001020703_19v3,사용자 리서치,6,60
2001020704_19v3,UI/UX 요구 분석,5,40
2001020705_19v2,UI/UX 콘셉트 기획,5,40
2001020706_19v2,UI 아키텍처 설계,5,40
2001020707_19v3,UI 디자인,4,240
2001020708_19v3,UI 구현,3,240
2001020709_19v3,UI 테스트,2,40
2001020710_19v2,UI/UX 가이드 제작,4,40
2001020711_19v3,GUI 상세디자인,2,240
2001020712_19v3,UI 제작,2,240
2001020801_23v4,시스템SW 요구사항 분석,7,40
2001020802_23v4,시스템SW 아키텍처 설계,7,40
2001020803_23v4,시스템SW 상세 설계,6,40
2001020805_23v4,시스템SW 통합 구현,5,48
2001020806_23v4,시스템SW 테스트,5,48
2001020807_23v4,시스템SW 기술문서 작성,6,40
2001020808_23v3,시스템SW 배포,4,60
2001020809_23v4,시스템SW 단위 모듈 구현,5,48
2001020810_23v4,시스템SW 인터페이스 구현,5,48
2001020811_23v3,시스템SW 운영관리,5,30
2001020812_23v1,시스템 하드웨어 분석,5,40
2001020813_23v1,시스템 하드웨어 제어,5,40
2001020901_19v2,빅데이터 플랫폼 요구사항 분석,7,40
2001020902_19v2,빅데이터 플랫폼 아키텍처 설계,6,50
2001020903_19v2,빅데이터 수집시스템 개발,4,40
2001020904_19v2,빅데이터 저장시스템 개발,4,40
2001020905_19v2,빅데이터 처리시스템 개발,5,40
2001020906_19v2,빅데이터 분석시스템 개발,5,40
2001020907_19v2,빅데이터 품질관리시스템 개발,5,40
2001020908_19v2,빅데이터 플랫폼 테스트,3,30
2001021001_19v2,핀테크 요구사항 분석,7,30
2001021002_19v2,핀테크 인프라 설계,6,30
2001021003_19v2,핀테크 인터페이스 설계,6,30
2001021004_19v2,핀테크 기능 설계,6,30
2001021005_19v2,핀테크 보안·인증 설계,6,30
2001021006_19v2,핀테크 인터페이스 구현,5,40
2001021007_19v2,핀테크 기능 구현,5,40
2001021008_19v2,핀테크 보안·인증 구현,5,40
2001021009_19v2,핀테크 테스트,4,30
2001021101_19v2,데이터 아키텍처 구축 계획 수립,7,16
2001021102_19v2,데이터 거버넌스 수립,8,24
2001021103_19v2,데이터 아키텍처 요구사항 분석,7,24
2001021104_19v2,데이터 아키텍처 설계,7,40
2001021105_19v2,데이터 표준 수립,6,24
2001021106_19v2,데이터 모델 검증,7,40
2001021107_19v2,데이터베이스 검증,7,40
2001021108_19v2,데이터 품질관리 계획 수립,7,16
2001021109_19v2,데이터 품질 검증,6,40
2001021110_19v2,데이터 아키텍처 수행관리,7,24
2001021201_19v1,IoT시스템 연동 계획,5,50
2001021202_19v1,IoT시스템 연동 설계,5,50
2001021203_19v1,IoT시스템 연동 모듈 개발,5,50
2001021204_19v1,외부 서비스 연동,4,46
2001021205_19v1,서버 연동,4,46
2001021206_19v1,게이트웨이 연동,4,46
2001021207_19v1,스마트 디바이스 연동,4,46
2001021208_19v1,엣지 디바이스 연동,4,46
2001021209_19v1,IoT시스템 연동 시험,3,30
2001021301_19v1,인프라스트럭쳐 현황 분석,7,30
2001021302_19v1,인프라스트럭쳐 아키텍처 요구사항 분석,7,30
2001021303_19v1,인프라스트럭쳐 목표 아키텍처 설계,7,40
2001021304_19v1,서버 구성,5,40
2001021305_19v1,스토리지 구성,5,40
2001021306_19v1,네트워크 구성,5,40
2001021307_19v1,클라우드 인프라스트럭쳐 서비스 구성,5,40
2001021308_19v1,인프라스트럭쳐 아키텍처 구성 점검,6,30
2001021309_19v1,인프라스트럭쳐 관리체계 수립,7,30
2001021401_21v1,클라우드 솔루션 요구사항 분석,7,40
2001021402_21v1,클라우드 솔루션 구조 설계,7,40
2001021403_21v1,클라우드 솔루션 보안 설계,7,40
2001021404_21v1,클라우드 솔루션 서비스 설계,7,40
2001021405_21v1,클라우드 서비스 비용 최적화 설계,6,30
2001021406_21v1,클라우드 솔루션 전환 설계,6,40
2001021407_21v1,클라우드 솔루션 배포 방안 수립,6,40
2001021408_21v1,클라우드 솔루션 운영 방안 수립,6,40
2001021501_21v1,클라우드 인프라스트럭쳐 서비스 정책 수립,7,20
2001021502_21v1,클라우드 인프라스트럭쳐 서비스 아키텍처 수립,7,40
2001021503_21v1,클라우드 서버 서비스 설계,6,30
2001021504_21v1,클라우드 스토리지 서비스 설계,6,30
2001021505_21v1,클라우드 네트워크 서비스 설계,6,30
2001021506_21v1,클라우드 서버 서비스 개발,5,40
2001021507_21v1,클라우드 스토리지 서비스 개발,5,40
2001021508_21v1,클라우드 네트워크 서비스 개발,5,40
2001021509_21v1,클라우드 인프라스트럭쳐 서비스 테스트,6,40
2001021510_21v1,클라우드 인프라스트럭쳐 서비스 배포,5,30
2001021601_22v1,PaaS 정책 수립,7,30
2001021602_22v1,PaaS 아키텍처 수립,7,40
2001021603_22v1,PaaS 백엔드 설계,6,40
2001021604_22v1,PaaS 프론트엔드 설계,6,40
2001021605_22v1,PaaS 백엔드 개발,5,40
2001021606_22v1,PaaS 프론트엔드 개발,5,40
2001021607_22v1,PaaS 테스트,6,30
2001021608_22v1,PaaS 배포,5,30
2001021609_22v1,PaaS 운영,5,40
2001030101_19v3,IT시스템 운영 기획,7,40
2001030102_19v3,IT시스템 자원획득관리,6,30
2001030103_19v3,IT시스템 서비스 수준관리,5,30
2001030105_19v4,응용SW 운영관리,3,60
2001030107_19v4,NW 운영관리,3,40
2001030108_19v3,DB 운영관리,5,60
2001030109_19v3,보안 운영관리,5,40
2001030111_19v4,IT시스템 통합운영관리,3,40
2001030112_19v4,IT시스템 통합운영안정성관리,5,40
2001030113_19v4,응용SW 변경관리,5,45
2001030114_19v4,HW단말장치 운영관리,3,30
2001030115_19v4,IT시스템 서버 운영관리,5,30
2001030116_19v4,NW 유지보수,4,30
2001030117_19v4,서비스데스크 구축,4,30
2001030118_19v4,서비스데스크 운영,3,30
2001030119_19v4,IT시스템 변경관리,4,30
2001030202_19v4,IT기술교육 체계수립,6,50
2001030203_19v4,IT기술교육 요구조사,5,40
2001030204_19v3,IT기술교육 환경조성,3,30
2001030205_19v4,IT기술교육 교과개발,6,50
2001030206_19v4,IT기술교육 자료개발,5,40
2001030207_19v4,IT기술교육 운영계획수립,5,40
2001030208_19v3,IT기술교육 단위과정운영,3,30
2001030209_19v4,IT기술교육 교수자관리,5,40
2001030210_19v3,IT기술교육 성과평가,6,60
2001030211_19v4,IT기술교육 전략계획수립,7,30
2001030212_19v4,IT기술교육 방향수립,6,30
2001030301_19v3,기술지원 서비스 기획,7,40
2001030302_19v3,기술지원 대상 인수,6,40
2001030303_19v3,기술지원 요청 관리,2,40
2001030304_19v4,시스템 장애 대응,5,48
2001030305_19v4,시스템 개선 대응,6,48
2001030306_19v3,시스템 점검관리,3,48
2001030307_19v4,기술지원 평가,7,40
2001030308_19v3,기술지원 이슈관리,6,30
2001030309_19v4,시스템 형상관리,5,40
2001030311_19v4,기술지원 품질계획 수립,6,24
2001030312_19v4,기술지원 품질운영,5,24
2001030313_19v2,시스템 유지보수관리,3,48
2001030401_19v2,빅데이터 플랫폼 운영 정책 수립,8,30
2001030402_19v2,빅데이터 서비스 운영 계획,7,30
2001030403_19v2,빅데이터 서비스 운영 관리,5,30
2001030404_19v2,빅데이터 솔루션 운영 계획,7,30
2001030405_19v2,빅데이터 솔루션 운영 관리,5,30
2001030406_19v2,빅데이터 플랫폼 모니터링,3,50
2001030407_19v2,빅데이터 품질 관리,7,30
2001030408_19v2,빅데이터 플로우 관리,6,40
2001030409_19v2,빅데이터 모델 운영,6,40
2001030410_19v2,빅데이터 처리 운영,5,40
2001030501_21v1,IoT 시스템 운영·관리 계획,6,60
2001030502_21v1,IoT 응용서비스 운영·관리,4,40
2001030503_21v1,IoT 플랫폼 운영·관리,5,50
2001030504_21v1,IoT 네트워크 운영·관리,4,40
2001030505_21v1,IoT 디바이스 운영·관리,4,40
2001030506_21v1,IoT 시스템 연동 관리,4,40
2001030507_21v1,IoT 운영 데이터 관제,5,50
2001030508_21v1,IoT 보안 운영·관리,5,50
2001030509_21v1,IoT 시스템 변경 관리,5,50
2001040101_19v3,IT프로젝트 기획관리,8,14
2001040102_19v3,IT프로젝트 통합관리,7,28
2001040103_19v3,IT프로젝트 범위관리,8,21
2001040104_19v3,IT프로젝트 일정관리,6,14
2001040105_19v3,IT프로젝트 원가관리,7,21
2001040106_19v3,IT프로젝트 인적자원관리,7,14
2001040107_19v3,IT프로젝트 품질관리,7,28
2001040108_19v3,IT프로젝트 위험관리,8,21
2001040109_19v3,IT프로젝트 의사소통관리,7,21
2001040110_19v3,IT프로젝트 조달관리,7,14
2001040111_19v3,IT프로젝트 변경관리,6,28
2001040112_19v3,IT프로젝트 보안관리,6,28
2001040113_19v3,IT프로젝트 정보시스템 구축관리,6,14
2001040114_19v3,IT프로젝트 성과관리,7,14
2001040201_19v4,IT품질정책 수립,8,20
2001040202_19v4,IT표준프로세스 수립,8,40
2001040203_19v4,IT품질관리계획 수립,8,20
2001040204_19v4,IT품질교육 관리,7,20
2001040205_19v4,SW품질 평가,7,40
2001040207_19v4,IT품질보증계획 수립,6,20
2001040208_19v4,SW제품품질 점검,6,30
2001040209_19v4,IT프로세스이행 점검,6,30
2001040210_19v4,IT시정조치 관리,6,20
2001040211_19v4,IT품질관리활동 개선,7,32
2001040212_19v4,IT품질관리 개선사항 도출,6,24
2001040213_19v2,IT품질 관리시스템 구축,7,30
2001040214_19v2,IT품질 관리시스템 운영,6,30
2001040301_19v4,테스트 기획,8,20
2001040302_19v4,테스트 진단 컨설팅,8,30
2001040303_21v5,테스트 계획,7,40
2001040309_21v5,테스트 완료,7,20
2001040310_21v5,테스트 자동화,6,40
2001040311_21v5,테스트 분석,6,40
2001040312_21v5,테스트 요구사항 분석,5,48
2001040313_21v5,테스트 설계,6,40
2001040314_21v5,테스트 케이스 설계,5,48
2001040315_21v5,단위테스트 실행,5,24
2001040316_21v5,통합테스트 실행,5,48
2001040317_21v5,시스템테스트 실행,3,48
2001040318_21v5,인수테스트 실행,3,48
2001040319_21v5,테스트 결과 관리,5,48
2001040320_21v5,테스트 관리,6,40
2001040321_21v5,테스트 환경 구축,6,40
2001040322_21v5,테스트 환경 점검,5,24
2001040401_19v3,감리계획수립,8,20
2001040402_19v3,현장감리 착수,7,10
2001040403_19v3,사업착수단계 현장감리 수행,6,30
2001040404_19v3,요구정의단계 현장감리 수행,6,30
2001040405_19v3,설계단계 현장감리 수행,6,30
2001040406_19v3,종료단계 현장감리 수행,6,30
2001040407_19v3,감리수행결과보고서 작성,6,30
2001040408_19v3,현장감리 종료,7,10
2001040409_19v3,감리수행결과보고서 통보,8,10
2001040410_19v3,시정조치 확인,7,20
2001040411_19v3,감리종료,7,10
2001050101_19v4,기술영업시장 현황분석,5,30
2001050102_19v4,기술영업 전략수립,6,30
2001050103_19v4,기술영업 고객 현황분석,5,20
2001050104_19v4,사전 기술영업,5,30
2001050105_19v4,수주전략수립,7,30
2001050106_19v4,기술영업 제안 작업,5,50
2001050107_19v4,사업계약 협상,6,30
2001050108_19v4,기술영업 사후관리,5,30
2001050109_19v4,협력선관리,5,30
2001050110_19v4,영업관리 지원,4,50
2001050201_19v4,IT마케팅 환경 분석,6,40
2001050202_19v3,IT마케팅 목표 설정,7,40
2001050203_19v4,IT마케팅 STP 전략 수립,6,60
2001050204_19v3,IT마케팅 4P 전략 수립,6,60
2001050205_19v3,IT마케팅 제품(Product)관리,5,40
2001050206_19v3,IT마케팅 가격(Price)관리,5,40
2001050207_19v4,IT마케팅 유통(Place)관리,5,40
2001050208_19v3,IT마케팅 프로모션(Promotion)관리,5,40
2001050209_19v4,IT마케팅 고객 관리,4,40
2001050210_19v4,IT마케팅 성과 평가,7,40
2001060101_19v2,정보보호 거버넌스 구현,8,24
2001060103_19v2,정보보호 정책 기획,7,24
2001060105_19v2,보안 위험관리,7,32
2001060106_19v2,정보보호 계획 수립,6,24
2001060108_19v3,네트워크 보안 운영,5,40
2001060109_19v3,애플리케이션 보안 운영,5,40
2001060110_19v3,시스템 보안 운영,5,40
2001060111_19v3,관리적 보안 운영,5,32
2001060112_19v3,물리 보안 운영,5,32
2001060113_19v3,보안 장비 운용,3,40
2001060114_19v3,보안성 검토,7,32
2001060115_19v3,내부 보안 감사 수행,7,32
2001060116_19v2,협력사 보안 관리,6,32
2001060201_19v2,보안전략수립 컨설팅,8,40
2001060203_19v2,보안감사,7,40
2001060204_19v2,정보보호관리체계 인증,7,40
2001060205_19v2,정보보호제품 인증,7,60
2001060206_19v2,보안대책설계 컨설팅,6,40
2001060207_19v2,정보시스템 진단,5,80
2001060208_19v2,정보보호관리체계 심사컨설팅,5,48
2001060209_19v2,정보보호제품 평가 컨설팅,5,40
2001060210_19v2,모의해킹,4,80
2001060301_19v2,보안관제 기획운영,7,50
2001060302_19v2,컴퓨터 침해사고(CERT) 대응팀 구축 ,6,50
2001060303_19v2,디지털 포렌식,5,50
2001060304_19v2,사이버조사,6,50
2001060305_19v2,침해사고 분석,6,50
2001060306_19v2,악성코드 분석,5,50
2001060307_19v2,보안로그 분석,4,50
2001060308_19v2,보안사고 대응,5,40
2001060401_19v2,암호 분석 기획,5,120
2001060402_19v2,암호 분석,4,160
2001060403_19v2,암호 장비 운용,3,40
2001060404_19v2,암호모듈 검증 정책 기획,6,160
2001060405_19v2,암호모듈 검증 수행,4,80
2001060406_19v2,암호 연구·개발 기획,7,80
2001060407_19v2,암호 알고리즘 연구,6,80
2001060408_19v2,암호·인증 모듈 기획,5,80
2001060409_19v2,암호·인증 모듈 개발,3,40
2001060410_19v2,암호 시스템 운영,5,40
2001060501_22v2,영상정보처리시스템 요구사항 분석,7,30
2001060502_22v2,영상정보처리시스템 설계,7,40
2001060505_22v2,영상정보처리 알고리즘 개발,6,30
2001060506_22v2,영상정보처리시스템 개발,5,30
2001060507_22v2,영상정보처리시스템 구축,6,30
2001060508_22v2,영상정보처리시스템 최적화,5,30
2001060513_22v2,영상정보처리 알고리즘 설계,7,40
2001060514_22v2,영상관제 업무 관리,6,30
2001060601_19v2,생체인식 알고리즘 설계,8,50
2001060602_19v2,생체인식 모듈 설계,7,40
2001060603_19v2,생체인식 API 설계,6,40
2001060604_19v2,생체인식 알고리즘 구현,6,40
2001060605_19v2,생체인식 모듈 구현,5,40
2001060606_19v2,생체인식 API 구현,3,40
2001060607_19v2,생체인식 성능평가 관리,6,30
2001060608_19v2,생체인식 성능 테스트 수행,3,20
2001060801_20v1,조사계획 수립,6,40
2001060802_20v1,현장 조사,5,40
2001060803_20v1,증거 수집,4,30
2001060804_20v1,증거 관리,5,40
2001060805_20v1,증거 추출,4,30
2001060806_20v1,증거 분석,6,40
2001060807_20v1,증거 제출,7,30
2001060901_21v1,영상정보보안·운영 정책 수립,7,20
2001060902_21v1,영상정보보안·운영 계획 수립,6,20
2001060903_21v1,영상정보처리 보안,5,40
2001060904_21v1,영상정보 접근 통제,5,20
2001060905_21v1,개인영상정보 보호,5,20
2001060906_21v1,영상정보 관제시스템 운영,4,20
2001060907_21v1,영상정보 관제,4,30
2001060908_21v1,영상정보 보안사고 대응,5,30
2001060909_21v1,영상정보 보안감사,7,40
2001061101_23v1,OT보안 정책 기획,7,20
2001061102_23v1,OT시스템 운영체계 환경 분석,6,20
2001061103_23v1,OT보안 표준 적용,6,20
2001061104_23v1,OT보안 체계 설계,6,20
2001061105_23v1,OT보안 모의해킹,5,40
2001061106_23v1,OT보안 제품 개발,5,40
2001061107_23v1,OT 구성요소 보안 구현,5,40
2001061108_23v1,OT보안 제품 운영,4,20
2001061109_23v1,OT보안 침해 대응,5,20
2001061201_23v1,클라우드 정보보호 계획수립,7,20
2001061202_23v1,클라우드 컴플라이언스 준수,6,20
2001061203_23v1,클라우드 네트워크 보안,5,30
2001061204_23v1,클라우드 인프라 보안,5,30
2001061205_23v1,클라우드 애플리케이션 보안,5,30
2001061206_23v1,클라우드 데이터 보안,5,20
2001061207_23v1,클라우드 계정관리,5,30
2001061208_23v1,클라우드 관리적 보안,5,40
2001061209_23v1,클라우드 보안관리 서비스 운영,5,30
2001070101_23v2,인공지능 플랫폼 구축 계획,5,60
2001070102_23v2,인공지능 플랫폼 요구사항 분석,6,60
2001070103_23v2,인공지능 플랫폼 설계,6,60
2001070104_23v2,인공지능 플랫폼 인프라 구현,5,60
2001070105_23v2,인공지능 플랫폼 기능 구현,5,60
2001070106_23v2,인공지능 플랫폼 인터페이스 구현,4,60
2001070109_23v2,인공지능 플랫폼 품질 관리,5,60
2001070110_23v1,인공지능 플랫폼 활용 계획,4,60
2001070111_23v1,인공지능 활용 플랫폼 환경 구성,3,40
2001070112_23v2,인공지능 플랫폼 지식화 구현,5,60
2001070113_23v1,인공지능 활용 플랫폼 유지 관리,4,60
2001070202_22v2,인공지능 서비스 목표 수립,6,40
2001070204_22v2,인공지능 서비스 모델 기획,5,50
2001070205_22v2,인공지능 서비스 시나리오 기획,4,60
2001070206_22v2,인공지능 서비스 활용 기획,5,60
2001070207_22v2,인공지능 서비스 실행 계획 수립,5,40
2001070208_22v2,인공지능 서비스 성과 평가 기획,5,40
2001070209_22v2,인공지능 서비스 요건 정의,5,40
2001070210_22v1,인공지능 서비스 데이터 기획,5,40
2001070301_23v2,인공지능 모델 문제 정의,6,30
2001070302_23v2,인공지능 모델 준비,5,90
2001070303_23v2,인공지능 데이터 확보,5,60
2001070304_23v2,인공지능 데이터 전처리,5,60
2001070305_23v2,인공지능 데이터 특징 추출,5,60
2001070306_23v2,인공지능 모델 학습,5,90
2001070307_23v2,인공지능 모델 선정,5,30
2001070308_23v2,인공지능 모델 활용 관리,5,30
2001070309_23v1,인공지능 데이터 품질 검증,5,40
2001070401_20v1,인공지능서비스 운영계획 수립,6,90
2001070402_20v1,인공지능서비스 이용자관리,6,60
2001070403_20v1,인공지능서비스 운영환경관리,6,60
2001070404_20v1,인공지능서비스 운영모니터링,4,60
2001070405_20v1,인공지능서비스 운영품질관리,5,90
2001070406_20v1,인공지능서비스 운영장애관리,4,90
2001070407_20v1,인공지능서비스 이용자관점 운영수준관리,5,60
2001070408_20v1,인공지능서비스 운영개선관리,4,90
2001070501_20v1,인공지능서비스 구현요건부석,5,60
2001070502_20v1,인공지능서비스 상위설계,5,60
2001070503_20v1,인공지능서비스 상세설계,5,60
2001070504_20v1,인공지능서비스 애플리케이션 개발,4,90
2001070505_20v1,인공지능서비스 모델적용,3,60
2001070506_20v1,인공지능서비스 인터페이스 개발,4,90
2001070507_20v1,인공지능서비스 테스트,4,60
2001070508_20v1,인공지능서비스 이행,4,50
2001070601_22v1,인공지능 학습데이터 구축 기획,7,40
2001070602_22v1,인공지능 학습데이터 획득 계획,6,40
2001070603_22v1,인공지능 학습데이터 획득,5,40
2001070604_22v1,인공지능 학습데이터 저장 관리,6,40
2001070605_22v1,인공지능 학습데이터 정제,5,40
2001070606_22v1,인공지능 학습데이터 라벨링 관리,5,40
2001070607_22v1,인공지능 학습데이터 라벨링,3,20
2001070608_22v1,인공지능 학습데이터 가명정보 결합,6,40
2001070609_22v1,인공지능 학습데이터 변환,6,40
2001070610_22v1,인공지능 학습데이터 품질 검증,6,40
2001070611_22v1,인공지능 학습데이터 딜리버리,4,40
2001080101_21v2,블록체인 시장조사,5,30
2001080102_21v2,블록체인 요구사항 분석,5,46
2001080103_21v2,블록체인 비즈니스 전략 수립,7,50
2001080104_21v2,블록체인 데이터 구조 설계,6,46
2001080105_21v2,블록체인 상세설계,5,40
2001080106_21v2,블록체인 프로토타입 개발,4,46
2001080107_21v2,블록체인 프로토타입 통합테스트,4,46
2001080108_21v2,블록체인 프로토타입 검증,5,30
2001080201_21v2,블록체인 요구사항 검증,6,30
2001080202_21v2,블록체인 플랫폼구현,6,50
2001080203_21v2,블록체인 응용서비스 구현,5,46
2001080204_21v2,블록체인 테스트관리,6,40
2001080205_21v2,블록체인 단위 테스트 수행,5,40
2001080206_21v2,블록체인 통합 테스트 수행,5,40
2001080207_21v2,블록체인 시험운영,5,46
2001080208_21v2,블록체인 운영관리,5,30
2001080301_22v2,블록체인 산업시장 환경분석,6,30
2001080302_22v2,블록체인 비즈니스모델 기획,7,30
2001080303_22v2,블록체인 기술 분석,6,30
2001080304_22v2,블록체인 서비스 정보보안 계획,6,30
2001080305_22v2,블록체인 서비스분석·설계 계획,6,30
2001080306_22v2,블록체인 서비스 구축 계획,6,30
2001080307_22v2,블록체인 서비스운영 계획,6,30
2001080308_22v2,블록체인 서비스품질관리 계획,6,40
2001090101_20v1,스마트물류체계 도입타당성 검토,6,60
2001090102_20v1,스마트물류체계 전략 수립,7,60
2001090103_20v1,스마트물류체계 추진계획 수립,6,60
2001090104_20v1,스마트물류체계 시설계획 수립,5,50
2001090105_20v1,스마트물류체계 장비계획 수립,5,50
2001090106_20v1,스마트물류 소프트웨어계획 수립,5,50
2001090107_20v1,스마트물류체계 데이터관리계획 수립,5,50
2001090108_20v1,스마트물류체계 표준화계획 수립,5,30
2001090109_20v1,스마트물류체계 성과평가계획 수립,6,30
2001090201_20v1,스마트물류 플랫폼 설계,7,60
2001090202_20v1,스마트물류 최적화서비스 설계,7,60
2001090203_20v1,스마트물류 플랫폼구축 솔루션 선정,6,60
2001090204_20v1,스마트물류 네트워크 구축,5,46
2001090205_20v1,스마트물류 설비 구축,5,46
2001090206_20v1,스마트물류 플랫폼 IoT장비 구축,5,46
2001090207_20v1,스마트물류 소프트웨어 구축,5,46
2001090208_20v1,스마트물류 데이터베이스 구축,5,46
2001090209_20v1,스마트물류 플랫폼 통합검증,4,30
2001090210_20v1,스마트물류 플랫폼 최적화,7,60
2001090301_20v1,스마트물류 통합관리 환경분석,6,30
2001090302_20v1,스마트물류 자원 관리,5,45
2001090303_20v1,스마트물류 예측 관리,5,45
2001090304_20v1,스마트물류 IoT장비 관리,3,45
2001090305_20v1,스마트물류 지능형창고 관리,3,45
2001090306_20v1,스마트물류 자율주행로봇 관리,3,45
2001090307_20v1,스마트물류 지능형플랫폼 관리,4,45
2001090308_20v1,스마트물류 데이터베이스 관리,5,45
2001090309_20v1,스마트물류 연계시스템 운용,5,45
2001090310_20v1,스마트물류 보안안전 관리,4,30
2001100101_20v1,디지털트윈 목표 수립,7,40
2001100102_20v1,디지털트윈 환경분석,5,40
2001100103_20v1,디지털트윈 요구사항분석,5,40
2001100104_20v1,디지털트윈 모델 설계,6,60
2001100105_20v1,디지털트윈 모델 활용시나리오 기획,7,60
2001100106_20v1, 디지털트윈 구현계획 수립,6,40
2001100107_20v1,디지털트윈 운영정책 수립,6,40
2001100108_20v1,디지털트윈 성과평가 기획,5,40
2001100201_22v1,디지털트윈 가상모델 상세 설계,6,60
2001100202_22v1,디지털트윈 상호작용 설계,6,50
2001100203_22v1,디지털트윈 데이터 설계,6,60
2001100204_22v1,디지털트윈 시스템 설계,6,60
2001100205_22v1,디지털트윈 가상모델 검증,5,50
2001100206_22v1,디지털트윈 구현계획 구체화,6,60
2001100207_22v1,디지털트윈 품질평가 계획,6,60
2001100301_22v1,디지털트윈 응용서비스 구현,7,40
2001100302_22v1,디지털트윈 가상세계 구현,6,40
2001100303_22v1,디지털트윈 상호작용 구현,5,40
2001100304_22v1,디지털트윈 알고리즘 실증 구현,5,40
2001100305_22v1,디지털트윈 플랫폼 구현,7,40
2001100306_22v1,디지털트윈 테스트,5,40
2001100307_22v1,디지털트윈 품질관리,6,40
2001110101_23v2,개인정보보호 법령·정책 분석,6,30
2001110102_23v2,개인정보보호 기획,8,30
2001110104_23v2,개인정보보호 위험관리,7,40
2001110105_23v2,개인정보보호 운영,5,50
2001110109_23v1,개인정보 생명주기 관리,7,40
2001110110_23v1,개인정보 수탁자 관리,5,20
2001110201_22v1,가명 · 익명 법제도분석,6,40
2001110202_22v1,가명 · 익명처리 기획,6,40
2001110203_22v1,가명 · 익명 위험관리,6,40
2001110204_22v1,가명 · 익명처리,5,40
2001110205_22v1,가명정보 결합 · 반출,5,40
2001110206_22v1,가명 · 익명처리 적정성 검토,7,40
2001110207_22v1,가명 · 익명 사후관리,6,40
2001110301_23v1,개인정보 인증심사 준비,7,20
2001110302_23v1,개인정보 인증심사 착수,7,20
